Time	Amplitude
 (2.732000000000000000e+04+0.000000000000000000e+00j)	 (-2.295645656316384065e-01-7.799803222394947888e-02j)
 (2.733000000000000000e+04+0.000000000000000000e+00j)	 (-2.213108698401787533e-01-9.902062670524675037e-02j)
 (2.734000000000000000e+04+0.000000000000000000e+00j)	 (-2.111368294970382142e-01-1.191840075283611688e-01j)
 (2.735000000000000000e+04+0.000000000000000000e+00j)	 (-1.991307258748359899e-01-1.383132142320773195e-01j)
 (2.736000000000000000e+04+0.000000000000000000e+00j)	 (-1.853967373207598412e-01-1.562422599923936894e-01j)
 (2.737000000000000000e+04+0.000000000000000000e+00j)	 (-1.700540352905769992e-01-1.728155719146021174e-01j)
 (2.738000000000000000e+04+0.000000000000000000e+00j)	 (-1.532357502851832698e-01-1.878893409626614663e-01j)
 (2.739000000000000000e+04+0.000000000000000000e+00j)	 (-1.350878166623445675e-01-2.013327698123527076e-01j)
 (2.740000000000000000e+04+0.000000000000000000e+00j)	 (-1.157677063472909995e-01-2.130292078004032696e-01j)
 (2.741000000000000000e+04+0.000000000000000000e+00j)	 (-9.544306242989578082e-02-2.228771631214158111e-01j)
 (2.742000000000000000e+04+0.000000000000000000e+00j)	 (-7.429024450497465071e-02-2.307911834895469416e-01j)
 (2.743000000000000000e+04+0.000000000000000000e+00j)	 (-5.249279837775797791e-02-2.367025976233771145e-01j)
 (2.744000000000000000e+04+0.000000000000000000e+00j)	 (-3.023986341325351004e-02-2.405601111198571729e-01j)
 (2.745000000000000000e+04+0.000000000000000000e+00j)	 (-7.724531349140815843e-03-2.423302515468396812e-01j)
 (2.746000000000000000e+04+0.000000000000000000e+00j)	 (1.485782918720036060e-02-2.419976588920455807e-01j)
 (2.747000000000000000e+04+0.000000000000000000e+00j)	 (3.731126791891286459e-02-2.395652188481012523e-01j)
 (2.748000000000000000e+04+0.000000000000000000e+00j)	 (5.944095320746008160e-02-2.350540377770885814e-01j)
 (2.749000000000000000e+04+0.000000000000000000e+00j)	 (8.105486263423168636e-02-2.285032595718044235e-01j)
 (2.750000000000000000e+04+0.000000000000000000e+00j)	 (1.019654492067997437e-01-2.199697260027354828e-01j)
 (2.751000000000000000e+04+0.000000000000000000e+00j)	 (1.219912687314732153e-01-2.095274834980321021e-01j)
 (2.752000000000000000e+04+0.000000000000000000e+00j)	 (1.409585542316851292e-01-1.972671406360309576e-01j)
 (2.753000000000000000e+04+0.000000000000000000e+00j)	 (1.587027237504035071e-01-1.832950819254998698e-01j)
 (2.754000000000000000e+04+0.000000000000000000e+00j)	 (1.750698084532310572e-01-1.677325446956910437e-01j)
 (2.755000000000000000e+04+0.000000000000000000e+00j)	 (1.899177886403370652e-01-1.507145671060959036e-01j)
 (2.756000000000000000e+04+0.000000000000000000e+00j)	 (2.031178260744760100e-01-1.323888164040429583e-01j)
 (2.757000000000000000e+04+0.000000000000000000e+00j)	 (2.145553819317553845e-01-1.129143075977271649e-01j)
 (2.758000000000000000e+04+0.000000000000000000e+00j)	 (2.241312106747694599e-01-9.246002366260258620e-02j)
 (2.759000000000000000e+04+0.000000000000000000e+00j)	 (2.317622212239136004e-01-7.120344925392466107e-02j)
 (2.760000000000000000e+04+0.000000000000000000e+00j)	 (2.373821979543550287e-01-4.932903064859221060e-02j)
 (2.761000000000000000e+04+0.000000000000000000e+00j)	 (2.409423752624231529e-01-2.702657527960367068e-02j)
 (2.762000000000000000e+04+0.000000000000000000e+00j)	 (2.424118607158066430e-01-4.489604750432212368e-03j)
 (2.763000000000000000e+04+0.000000000000000000e+00j)	 (2.417779031157196445e-01+1.808632437929225123e-02j)
 (2.764000000000000000e+04+0.000000000000000000e+00j)	 (2.390460031450197809e-01+4.050531746636838737e-02j)
 (2.765000000000000000e+04+0.000000000000000000e+00j)	 (2.342398656420839609e-01+6.257284159051433592e-02j)
 (2.766000000000000000e+04+0.000000000000000000e+00j)	 (2.274011939145223482e-01+8.409741354557950799e-02j)
 (2.767000000000000000e+04+0.000000000000000000e+00j)	 (2.185893278774731774e-01+1.048922613682939237e-01j)
 (2.768000000000000000e+04+0.000000000000000000e+00j)	 (2.078807291563076476e-01+1.247769449874278208e-01j)
 (2.769000000000000000e+04+0.000000000000000000e+00j)	 (1.953683176215947614e-01+1.435789219305377284e-01j)
 (2.770000000000000000e+04+0.000000000000000000e+00j)	 (1.811606651132236789e-01+1.611350445025428735e-01j)
 (2.771000000000000000e+04+0.000000000000000000e+00j)	 (1.653810533497917790e-01+1.772929754448547279e-01j)
 (2.772000000000000000e+04+0.000000000000000000e+00j)	 (1.481664041979543489e-01+1.919125097910495958e-01j)
 (2.773000000000000000e+04+0.000000000000000000e+00j)	 (1.296660915838524775e-01+2.048667914492104114e-01j)
 (2.774000000000000000e+04+0.000000000000000000e+00j)	 (1.100406453557039865e-01+2.160434139544681886e-01j)
 (2.775000000000000000e+04+0.000000000000000000e+00j)	 (8.946035834465040915e-02+2.253453958400830903e-01j)
 (2.776000000000000000e+04+0.000000000000000000e+00j)	 (6.810380871008524239e-02+2.326920221639170172e-01j)
 (2.777000000000000000e+04+0.000000000000000000e+00j)	 (4.615631039157127441e-02+2.380195448879474651e-01j)
 (2.778000000000000000e+04+0.000000000000000000e+00j)	 (2.380830511315519885e-02+2.412817360335088035e-01j)
 (2.779000000000000000e+04+0.000000000000000000e+00j)	 (1.253709892309351395e-03+2.424502888125466549e-01j)
 (2.780000000000000000e+04+0.000000000000000000e+00j)	 (-2.131176560694637151e-02+2.415150632539772579e-01j)
 (2.781000000000000000e+04+0.000000000000000000e+00j)	 (-4.369231727659047410e-02+2.384841741938797111e-01j)
 (2.782000000000000000e+04+0.000000000000000000e+00j)	 (-6.569374558706680967e-02+2.333839208659283793e-01j)
 (2.783000000000000000e+04+0.000000000000000000e+00j)	 (-8.712514068716467608e-02+2.262585587029392054e-01j)
 (2.784000000000000000e+04+0.000000000000000000e+00j)	 (-1.078005389590985102e-01+2.171699153296680618e-01j)
 (2.785000000000000000e+04+0.000000000000000000e+00j)	 (-1.275405366549951791e-01+2.061968540788172155e-01j)
 (2.786000000000000000e+04+0.000000000000000000e+00j)	 (-1.461738466127176783e-01+1.934345896854155478e-01j)
 (2.787000000000000000e+04+0.000000000000000000e+00j)	 (-1.635387845432804410e-01+1.789938620973028638e-01j)
 (2.788000000000000000e+04+0.000000000000000000e+00j)	 (-1.794846719930066059e-01+1.629999755706829367e-01j)
 (2.789000000000000000e+04+0.000000000000000000e+00j)	 (-1.938731438066949031e-01+1.455917113886224246e-01j)
 (2.790000000000000000e+04+0.000000000000000000e+00j)	 (-2.065793487466925094e-01+1.269201236369979779e-01j)
 (2.791000000000000000e+04+0.000000000000000000e+00j)	 (-2.174930328500075116e-01+1.071472284868973252e-01j)
 (2.792000000000000000e+04+0.000000000000000000e+00j)	 (-2.265194961226760506e-01+8.644459835713505513e-02j)
 (2.793000000000000000e+04+0.000000000000000000e+00j)	 (-2.335804142702746777e-01+6.499187315506591012e-02j)
 (2.794000000000000000e+04+0.000000000000000000e+00j)	 (-2.386145183339853648e-01+4.297520151433351782e-02j)
 (2.795000000000000000e+04+0.000000000000000000e+00j)	 (-2.415781263350709751e-01+2.058562555460095519e-02j)
 (2.796000000000000000e+04+0.000000000000000000e+00j)	 (-2.424455223143335003e-01-1.982576820303992484e-03j)
 (2.797000000000000000e+04+0.000000000000000000e+00j)	 (-2.412091794777183051e-01-2.453357770251005793e-02j)
 (2.798000000000000000e+04+0.000000000000000000e+00j)	 (-2.378798255116084948e-01-4.687169841009563437e-02j)
 (2.799000000000000000e+04+0.000000000000000000e+00j)	 (-2.324863495010697223e-01-6.880310742276157798e-02j)
 (2.800000000000000000e+04+0.000000000000000000e+00j)	 (-2.250755512586452844e-01-9.013750228989102220e-02j)
 (2.801000000000000000e+04+0.000000000000000000e+00j)	 (-2.157117352387980524e-01-1.106897609166793833e-01j)
 (2.802000000000000000e+04+0.000000000000000000e+00j)	 (-2.044761525615933773e-01-1.302815478999809762e-01j)
 (2.803000000000000000e+04+0.000000000000000000e+00j)	 (-1.914662959872430459e-01-1.487428619753390635e-01j)
 (2.804000000000000000e+04+0.000000000000000000e+00j)	 (-1.767950539590353864e-01-1.659135111478074465e-01j)
 (2.805000000000000000e+04+0.000000000000000000e+00j)	 (-1.605897310552425739e-01-1.816445027064114426e-01j)
 (2.806000000000000000e+04+0.000000000000000000e+00j)	 (-1.429909433494566950e-01-1.957993360611065825e-01j)
 (2.807000000000000000e+04+0.000000000000000000e+00j)	 (-1.241513982646775399e-01-2.082551871837682866e-01j)
 (2.808000000000000000e+04+0.000000000000000000e+00j)	 (-1.042345695083278512e-01-2.189039743757934531e-01j)
 (2.809000000000000000e+04+0.000000000000000000e+00j)	 (-8.341327858614866475e-02-2.276532961142838374e-01j)
 (2.810000000000000000e+04+0.000000000000000000e+00j)	 (-6.186819520318976445e-02-2.344272328390459015e-01j)
 (2.811000000000000000e+04+0.000000000000000000e+00j)	 (-3.978626956438467699e-02-2.391670057230023405e-01j)
 (2.812000000000000000e+04+0.000000000000000000e+00j)	 (-1.735911017761508288e-02-2.418314867098211307e-01j)
 (2.813000000000000000e+04+0.000000000000000000e+00j)	 (5.218678764474152416e-03-2.423975553929513527e-01j)
 (2.814000000000000000e+04+0.000000000000000000e+00j)	 (2.775118599724904489e-02-2.408602996393486018e-01j)
 (2.815000000000000000e+04+0.000000000000000000e+00j)	 (5.004289313891489843e-02-2.372330582169842605e-01j)
 (2.816000000000000000e+04+0.000000000000000000e+00j)	 (7.190037123682553599e-02-2.315473050561980273e-01j)
 (2.817000000000000000e+04+0.000000000000000000e+00j)	 (9.313395918377970206e-02-2.238523761491513220e-01j)
 (2.818000000000000000e+04+0.000000000000000000e+00j)	 (1.135594094406673360e-01-2.142150414570365702e-01j)
 (2.819000000000000000e+04+0.000000000000000000e+00j)	 (1.329994867850965157e-01-2.027189255396253109e-01j)
 (2.820000000000000000e+04+0.000000000000000000e+00j)	 (1.512855062133145190e-01-1.894637819344552887e-01j)
 (2.821000000000000000e+04+0.000000000000000000e+00j)	 (1.682587966509438704e-01-1.745646275818462378e-01j)
 (2.822000000000000000e+04+0.000000000000000000e+00j)	 (1.837720777714003106e-01-1.581507448065979371e-01j)
 (2.823000000000000000e+04+0.000000000000000000e+00j)	 (1.976907379753630178e-01-1.403645595160785409e-01j)
 (2.824000000000000000e+04+0.000000000000000000e+00j)	 (2.098940024417084438e-01-1.213604053490013879e-01j)
 (2.825000000000000000e+04+0.000000000000000000e+00j)	 (2.202759811147355640e-01-1.013031844983272450e-01j)
 (2.826000000000000000e+04+0.000000000000000000e+00j)	 (2.287465875339891319e-01-8.036693682855168552e-02j)
 (2.827000000000000000e+04+0.000000000000000000e+00j)	 (2.352323205336892820e-01-5.873332970361196115e-02j)
 (2.828000000000000000e+04+0.000000000000000000e+00j)	 (2.396769020289698238e-01-3.659008162906306899e-02j)
 (2.829000000000000000e+04+0.000000000000000000e+00j)	 (2.420417653545590964e-01-1.412933338707309840e-02j)
 (2.830000000000000000e+04+0.000000000000000000e+00j)	 (2.423063899185023962e-01+8.454019201900093983e-03j)
 (2.831000000000000000e+04+0.000000000000000000e+00j)	 (2.404684792670211402e-01+3.096401642388689826e-02j)
 (2.832000000000000000e+04+0.000000000000000000e+00j)	 (2.365439810153414646e-01+5.320533504824172949e-02j)
 (2.833000000000000000e+04+0.000000000000000000e+00j)	 (2.305669484715461293e-01+7.498498318190693901e-02j)
 (2.834000000000000000e+04+0.000000000000000000e+00j)	 (2.225892451540213701e-01+9.611397489503957503e-02j)
 (2.835000000000000000e+04+0.000000000000000000e+00j)	 (2.126800947665215547e-01+1.164089700863073923e-01j)
 (2.836000000000000000e+04+0.000000000000000000e+00j)	 (2.009254805356390783e-01+1.356938653589919996e-01j)
 (2.837000000000000000e+04+0.000000000000000000e+00j)	 (1.874273991227584368e-01+1.538013221032592803e-01j)
 (2.838000000000000000e+04+0.000000000000000000e+00j)	 (1.723029755843143718e-01+1.705742185252926701e-01j)
 (2.839000000000000000e+04+0.000000000000000000e+00j)	 (1.556834470601076437e-01+1.858670130235509921e-01j)
 (2.840000000000000000e+04+0.000000000000000000e+00j)	 (1.377130240080656487e-01+1.995470070821896424e-01j)
 (2.841000000000000000e+04+0.000000000000000000e+00j)	 (1.185476388671204140e-01+2.114954967228092897e-01j)
 (2.842000000000000000e+04+0.000000000000000000e+00j)	 (9.835359300572188435e-02+2.216088025236218895e-01j)
 (2.843000000000000000e+04+0.000000000000000000e+00j)	 (7.730611369715005565e-02+2.297991692679157150e-01j)
 (2.844000000000000000e+04+0.000000000000000000e+00j)	 (5.558783364239901909e-02+2.359955274157078675e-01j)
 (2.845000000000000000e+04+0.000000000000000000e+00j)	 (3.338720623486548383e-02+2.401441097907592304e-01j)
 (2.846000000000000000e+04+0.000000000000000000e+00j)	 (1.089687031688463086e-02+2.422089181321683549e-01j)
 (2.847000000000000000e+04+0.000000000000000000e+00j)	 (-1.168802138176888543e-02+2.421720354618401572e-01j)
 (2.848000000000000000e+04+0.000000000000000000e+00j)	 (-3.417149561931039775e-02+2.400337815574802303e-01j)
 (2.849000000000000000e+04+0.000000000000000000e+00j)	 (-5.635845913782529248e-02+2.358127101819328664e-01j)
 (2.850000000000000000e+04+0.000000000000000000e+00j)	 (-7.805639152357368715e-02+2.295454480928569851e-01j)
 (2.851000000000000000e+04+0.000000000000000000e+00j)	 (-9.907701574278959811e-02+2.212863772296634890e-01j)
 (2.852000000000000000e+04+0.000000000000000000e+00j)	 (-1.192379318574508240e-01+2.111071628353194118e-01j)
 (2.853000000000000000e+04+0.000000000000000000e+00j)	 (-1.383641997447261074e-01+1.990961316076135246e-01j)
 (2.854000000000000000e+04+0.000000000000000000e+00j)	 (-1.562898570866625980e-01+1.853575052757235886e-01j)
 (2.855000000000000000e+04+0.000000000000000000e+00j)	 (-1.728593594582955584e-01+1.700104962523551200e-01j)
 (2.856000000000000000e+04+0.000000000000000000e+00j)	 (-1.879289300180882472e-01+1.531882732086760623e-01j)
 (2.857000000000000000e+04+0.000000000000000000e+00j)	 (-2.013678070891301020e-01+1.350368055480052898e-01j)
 (2.858000000000000000e+04+0.000000000000000000e+00j)	 (-2.130593788058286753e-01+1.157135968046323904e-01j)
 (2.859000000000000000e+04+0.000000000000000000e+00j)	 (-2.229021949801894276e-01+9.538631795860534612e-02j)
 (2.860000000000000000e+04+0.000000000000000000e+00j)	 (-2.308108474076921435e-01+7.423135252523527239e-02j)
 (2.861000000000000000e+04+0.000000000000000000e+00j)	 (-2.367167109740710707e-01+5.243226604388973727e-02j)
 (2.862000000000000000e+04+0.000000000000000000e+00j)	 (-2.405685391322395783e-01+3.017821324657787851e-02j)
 (2.863000000000000000e+04+0.000000000000000000e+00j)	 (-2.423329085822451545e-01+7.662296727607605107e-03j)
 (2.864000000000000000e+04+0.000000000000000000e+00j)	 (-2.419945092956336530e-01-1.492010864355028908e-02j)
 (2.865000000000000000e+04+0.000000000000000000e+00j)	 (-2.395562773675702917e-01-3.737305102689578162e-02j)
 (2.866000000000000000e+04+0.000000000000000000e+00j)	 (-2.350393695438915687e-01-5.950170192334702096e-02j)
 (2.867000000000000000e+04+0.000000000000000000e+00j)	 (-2.284829796440629446e-01-8.111404673935004861e-02j)
 (2.868000000000000000e+04+0.000000000000000000e+00j)	 (-2.199439984729261166e-01-1.020225509350866089e-01j)
 (2.869000000000000000e+04+0.000000000000000000e+00j)	 (-2.094965201721964709e-01-1.220457872988646442e-01j)
 (2.870000000000000000e+04+0.000000000000000000e+00j)	 (-1.972311992951435444e-01-1.410100102274913780e-01j)
 (2.871000000000000000e+04+0.000000000000000000e+00j)	 (-1.832544641832025700e-01-1.587506633522645649e-01j)
 (2.872000000000000000e+04+0.000000000000000000e+00j)	 (-1.676875934701010373e-01-1.751138074286603119e-01j)
 (2.873000000000000000e+04+0.000000000000000000e+00j)	 (-1.506656637269389865e-01-1.899574560994541639e-01j)
 (2.874000000000000000e+04+0.000000000000000000e+00j)	 (-1.323363773795001030e-01-2.031528079407844412e-01j)
 (2.875000000000000000e+04+0.000000000000000000e+00j)	 (-1.128587810682570997e-01-2.145853641002613277e-01j)
 (2.876000000000000000e+04+0.000000000000000000e+00j)	 (-9.240188557211514997e-02-2.241559218291418465e-01j)
 (2.877000000000000000e+04+0.000000000000000000e+00j)	 (-7.114319927080378636e-02-2.317814352875778028e-01j)
 (2.878000000000000000e+04+0.000000000000000000e+00j)	 (-4.926718787173988562e-02-2.373957361532977872e-01j)
 (2.879000000000000000e+04+0.000000000000000000e+00j)	 (-2.696367376625736362e-02-2.409501077810157210e-01j)
 (2.880000000000000000e+04+0.000000000000000000e+00j)	 (-4.426188904247343840e-03-2.424137079303503861e-01j)
 (2.881000000000000000e+04+0.000000000000000000e+00j)	 (1.814970451991950937e-02-2.417738363940528101e-01j)
 (2.882000000000000000e+04+0.000000000000000000e+00j)	 (4.056811099903932100e-02-2.390360452043368000e-01j)
 (2.883000000000000000e+04+0.000000000000000000e+00j)	 (6.263450153733116088e-02-2.342240904608916263e-01j)
 (2.884000000000000000e+04+0.000000000000000000e+00j)	 (8.415740161761434135e-02-2.273797261985673335e-01j)
 (2.885000000000000000e+04+0.000000000000000000e+00j)	 (1.049500526646855031e-01-2.185623420833193720e-01j)
 (2.886000000000000000e+04+0.000000000000000000e+00j)	 (1.248320325879783421e-01-2.078484480801398582e-01j)
 (2.887000000000000000e+04+0.000000000000000000e+00j)	 (1.436308213416725432e-01-1.953310105646001993e-01j)
 (2.888000000000000000e+04+0.000000000000000000e+00j)	 (1.611832979176762992e-01-1.811186456385868726e-01j)
 (2.889000000000000000e+04+0.000000000000000000e+00j)	 (1.773371557816251221e-01-1.653346766500036202e-01j)
 (2.890000000000000000e+04+0.000000000000000000e+00j)	 (1.919522244699089497e-01-1.481160640944620965e-01j)
 (2.891000000000000000e+04+0.000000000000000000e+00j)	 (2.049016858799120877e-01-1.296122171843945847e-01j)
 (2.892000000000000000e+04+0.000000000000000000e+00j)	 (2.160731746994792313e-01-1.099836973977376398e-01j)
 (2.893000000000000000e+04+0.000000000000000000e+00j)	 (2.253697534268132852e-01-8.940082525586870443e-02j)
 (2.894000000000000000e+04+0.000000000000000000e+00j)	 (2.327107535204087918e-01-6.804220241997599450e-02j)
 (2.895000000000000000e+04+0.000000000000000000e+00j)	 (2.380324753802170734e-01-4.609316192960184744e-02j)
 (2.896000000000000000e+04+0.000000000000000000e+00j)	 (2.412887410858588766e-01-2.374416003164669595e-02j)
 (2.897000000000000000e+04+0.000000000000000000e+00j)	 (2.424512950959160917e-01-1.189123553405533251e-03j)
 (2.898000000000000000e+04+0.000000000000000000e+00j)	 (2.415100494310921664e-01+2.137623283951386316e-02j)
 (2.899000000000000000e+04+0.000000000000000000e+00j)	 (2.384731712137867499e-01+4.375610489935438663e-02j)
 (2.900000000000000000e+04+0.000000000000000000e+00j)	 (2.333670118044136321e-01+6.575629783000205841e-02j)
 (2.901000000000000000e+04+0.000000000000000000e+00j)	 (2.262358781492436466e-01+8.718591135599833286e-02j)
 (2.902000000000000000e+04+0.000000000000000000e+00j)	 (2.171416483239407003e-01+1.078589962043218081e-01j)
 (2.903000000000000000e+04+0.000000000000000000e+00j)	 (2.061632346085661149e-01+1.275961676261548050e-01j)
 (2.904000000000000000e+04+0.000000000000000000e+00j)	 (1.933958987531092522e-01+1.462261619571972038e-01j)
 (2.905000000000000000e+04+0.000000000000000000e+00j)	 (1.789504253750748841e-01+1.635873227100505534e-01j)
 (2.906000000000000000e+04+0.000000000000000000e+00j)	 (1.629521606617427010e-01+1.795290033034759036e-01j)
 (2.907000000000000000e+04+0.000000000000000000e+00j)	 (1.455399247181828060e-01+1.939128742569795061e-01j)
 (2.908000000000000000e+04+0.000000000000000000e+00j)	 (1.268648069991727689e-01+2.066141235074407390e-01j)
 (2.909000000000000000e+04+0.000000000000000000e+00j)	 (1.070888552769041213e-01+2.175225394327578166e-01j)
 (2.910000000000000000e+04+0.000000000000000000e+00j)	 (8.638366952073844862e-02+2.265434671846301429e-01j)
 (2.911000000000000000e+04+0.000000000000000000e+00j)	 (6.492891289018150325e-02+2.335986300321763187e-01j)
 (2.912000000000000000e+04+0.000000000000000000e+00j)	 (4.291075276137667344e-02+2.386268085894190094e-01j)
 (2.913000000000000000e+04+0.000000000000000000e+00j)	 (2.052024531468035068e-02+2.415843720327405242e-01j)
 (2.914000000000000000e+04+0.000000000000000000e+00j)	 (-2.048322299294171034e-03+2.424456566987657491e-01j)
 (2.915000000000000000e+04+0.000000000000000000e+00j)	 (-2.459911782995946941e-02+2.412031887775012706e-01j)
 (2.916000000000000000e+04+0.000000000000000000e+00j)	 (-4.693646320481757034e-02+2.378677491682715528e-01j)
 (2.917000000000000000e+04+0.000000000000000000e+00j)	 (-6.886653246984027199e-02+2.324682799356665164e-01j)
 (2.918000000000000000e+04+0.000000000000000000e+00j)	 (-9.019903365937753659e-02+2.250516331771262313e-01j)
 (2.919000000000000000e+04+0.000000000000000000e+00j)	 (-1.107488600012278140e-01+2.156821644812484118e-01j)
 (2.920000000000000000e+04+0.000000000000000000e+00j)	 (-1.303376961290895475e-01+2.044411745044518447e-01j)
 (2.921000000000000000e+04+0.000000000000000000e+00j)	 (-1.487955653650860355e-01+1.914262035114159821e-01j)
 (2.922000000000000000e+04+0.000000000000000000e+00j)	 (-1.659623046459987039e-01+1.767501850007790198e-01j)
 (2.923000000000000000e+04+0.000000000000000000e+00j)	 (-1.816889542950769487e-01+1.605404657601747220e-01j)
 (2.924000000000000000e+04+0.000000000000000000e+00j)	 (-1.958390505800123582e-01+1.429377008537758009e-01j)
 (2.925000000000000000e+04+0.000000000000000000e+00j)	 (-2.082898098413321630e-01+1.240946331305985556e-01j)
 (2.926000000000000000e+04+0.000000000000000000e+00j)	 (-2.189331939159860352e-01+1.041747678442992986e-01j)
 (2.927000000000000000e+04+0.000000000000000000e+00j)	 (-2.276768476114132689e-01+8.335095388482480216e-02j)
 (2.928000000000000000e+04+0.000000000000000000e+00j)	 (-2.344449000953515161e-01+6.180388393276151776e-02j)
 (2.929000000000000000e+04+0.000000000000000000e+00j)	 (-2.391786232473693818e-01+3.972052655113601088e-02j)
 (2.930000000000000000e+04+0.000000000000000000e+00j)	 (-2.418369412595444967e-01+1.729250381949992352e-02j)
 (2.931000000000000000e+04+0.000000000000000000e+00j)	 (-2.423967870642712574e-01-5.285571412022697403e-03j)
 (2.932000000000000000e+04+0.000000000000000000e+00j)	 (-2.408533024963505631e-01-2.781778422068143311e-02j)
 (2.933000000000000000e+04+0.000000000000000000e+00j)	 (-2.372198804524716376e-01-5.010861760791176372e-02j)
 (2.934000000000000000e+04+0.000000000000000000e+00j)	 (-2.315280486821978956e-01-7.196464904374159921e-02j)
 (2.935000000000000000e+04+0.000000000000000000e+00j)	 (-2.238271962187379782e-01-9.319622883758812981e-02j)
 (2.936000000000000000e+04+0.000000000000000000e+00j)	 (-2.141841448233842982e-01-1.136191257714989911e-01j)
 (2.937000000000000000e+04+0.000000000000000000e+00j)	 (-2.026825691620907921e-01-1.330561257168319522e-01j)
 (2.938000000000000000e+04+0.000000000000000000e+00j)	 (-1.894222707455406052e-01-1.513385693623320316e-01j)
 (2.939000000000000000e+04+0.000000000000000000e+00j)	 (-1.745183119326875476e-01-1.683078157107233963e-01j)
 (2.940000000000000000e+04+0.000000000000000000e+00j)	 (-1.581000175123611906e-01-1.838166186443880856e-01j)
 (2.941000000000000000e+04+0.000000000000000000e+00j)	 (-1.403098525261922691e-01-1.977304046156265482e-01j)
 (2.942000000000000000e+04+0.000000000000000000e+00j)	 (-1.213021860703913379e-01-2.099284403744321459e-01j)
 (2.943000000000000000e+04+0.000000000000000000e+00j)	 (-1.012419518028904730e-01-2.203048806013042371e-01j)
 (2.944000000000000000e+04+0.000000000000000000e+00j)	 (-8.030321677916972545e-02-2.287696863543070558e-01j)
 (2.945000000000000000e+04+0.000000000000000000e+00j)	 (-5.866767103506985437e-02-2.352494063609258668e-01j)
 (2.946000000000000000e+04+0.000000000000000000e+00j)	 (-3.652305102277354082e-02-2.396878143751830226e-01j)
 (2.947000000000000000e+04+0.000000000000000000e+00j)	 (-1.406151058037855180e-02-2.420463970694039513e-01j)
 (2.948000000000000000e+04+0.000000000000000000e+00j)	 (8.522046429716883739e-03-2.423046882271348568e-01j)
 (2.949000000000000000e+04+0.000000000000000000e+00j)	 (3.103165734554913166e-02-2.404604463372418399e-01j)
 (2.950000000000000000e+04+0.000000000000000000e+00j)	 (5.327200111813978900e-02-2.365296740481077631e-01j)
 (2.951000000000000000e+04+0.000000000000000000e+00j)	 (7.505009315705271633e-02-2.305464793131120627e-01j)
 (2.952000000000000000e+04+0.000000000000000000e+00j)	 (9.617695990256980298e-02-2.225627794321673736e-01j)
 (2.953000000000000000e+04+0.000000000000000000e+00j)	 (1.164692785936589370e-01-2.126478505573558830e-01j)
 (2.954000000000000000e+04+0.000000000000000000e+00j)	 (1.357509680029393984e-01-2.008877265717715632e-01j)
 (2.955000000000000000e+04+0.000000000000000000e+00j)	 (1.538547163359484382e-01-1.873844525573402364e-01j)
 (2.956000000000000000e+04+0.000000000000000000e+00j)	 (1.706234330360911766e-01-1.722551993297366524e-01j)
 (2.957000000000000000e+04+0.000000000000000000e+00j)	 (1.859116118981641030e-01-1.556312467234487740e-01j)
 (2.958000000000000000e+04+0.000000000000000000e+00j)	 (1.995865936620850323e-01-1.376568444493565524e-01j)
 (2.959000000000000000e+04+0.000000000000000000e+00j)	 (2.115297171310679958e-01-1.184879604093143912e-01j)
 (2.960000000000000000e+04+0.000000000000000000e+00j)	 (2.216373488255469482e-01-9.829092732908881191e-02j)
 (2.961000000000000000e+04+0.000000000000000000e+00j)	 (2.298217822385637821e-01-7.724099945262423439e-02j)
 (2.962000000000000000e+04+0.000000000000000000e+00j)	 (2.360119988891425380e-01-5.552083182214195139e-02j)
 (2.963000000000000000e+04+0.000000000000000000e+00j)	 (2.401542845700895268e-01-3.331889533914467877e-02j)
 (2.964000000000000000e+04+0.000000000000000000e+00j)	 (2.422126954426793710e-01-1.082784135946464853e-02j)
 (2.965000000000000000e+04+0.000000000000000000e+00j)	 (2.421693699337982841e-01+1.175716998698104164e-02j)
 (2.966000000000000000e+04+0.000000000000000000e+00j)	 (2.400246837290904434e-01+3.424016324592678295e-02j)
 (2.967000000000000000e+04+0.000000000000000000e+00j)	 (2.357972465171559173e-01+5.642604816401216444e-02j)
 (2.968000000000000000e+04+0.000000000000000000e+00j)	 (2.295237405129881836e-01+7.812231253316027912e-02j)
 (2.969000000000000000e+04+0.000000000000000000e+00j)	 (2.212586021617791165e-01+9.914069266522491930e-02j)
 (2.970000000000000000e+04+0.000000000000000000e+00j)	 (2.110735497849514364e-01+1.192988070016945262e-01j)
 (2.971000000000000000e+04+0.000000000000000000e+00j)	 (1.990569612671120592e-01+1.384217386831801122e-01j)
 (2.972000000000000000e+04+0.000000000000000000e+00j)	 (1.853131071838598209e-01+1.563435533463336247e-01j)
 (2.973000000000000000e+04+0.000000000000000000e+00j)	 (1.699612460246686663e-01+1.729087389779947193e-01j)
 (2.974000000000000000e+04+0.000000000000000000e+00j)	 (1.531345893618202003e-01+1.879735553324692887e-01j)
 (2.975000000000000000e+04+0.000000000000000000e+00j)	 (1.349791459448325126e-01+2.014072812027161152e-01j)
 (2.976000000000000000e+04+0.000000000000000000e+00j)	 (1.156524547503877259e-01+2.130933487225734058e-01j)
 (2.977000000000000000e+04+0.000000000000000000e+00j)	 (9.532221798126913614e-02+2.229303548574012028e-01j)
 (2.978000000000000000e+04+0.000000000000000000e+00j)	 (7.416484587628413561e-02+2.308329413060175306e-01j)
